"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Lowest_Taxonomic_Rank","Label"
"FOTU_470","FOTU_470","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","unidentified","unidentified","Phaeosphaeriaceae","FOTU_470_Phaeosphaeriaceae"
"FOTU_471","FOTU_471","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Caryophyllaceae","Acanthophyllum","spinosum","Acanthophyllum_spinosum","FOTU_471_Acanthophyllum_spinosum"
"FOTU_472","FOTU_472","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_472_unidentified"
"FOTU_473","FOTU_473","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_473_unidentified"
"FOTU_474","FOTU_474","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_474_unidentified"
"FOTU_475","FOTU_475","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scedosporium","prolificans","Scedosporium_prolificans","FOTU_475_Scedosporium_prolificans"
"FOTU_476","FOTU_476","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_476_unidentified"
"FOTU_477","FOTU_477","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_477_unidentified"
"FOTU_478","FOTU_478","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_478_unidentified"
"FOTU_479","FOTU_479","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_479_unidentified"
"FOTU_480","FOTU_480","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_480_unidentified"
"FOTU_481","FOTU_481","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_481_unidentified"
"FOTU_482","FOTU_482","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","collinsii","Aspergillus_collinsii","FOTU_482_Aspergillus_collinsii"
"FOTU_483","FOTU_483","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_483_unidentified"
"FOTU_484","FOTU_484","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Chaetosphaeria","unidentified","Chaetosphaeria","FOTU_484_Chaetosphaeria"
"FOTU_485","FOTU_485","Viridiplantae","Anthophyta","Eudicotyledonae","unidentified","unidentified","unidentified","unidentified","Eudicotyledonae","FOTU_485_Eudicotyledonae"
"FOTU_486","FOTU_486","Fungi","Ascomycota","Dothideomycetes","Mycosphaerellales","Mycosphaerellaceae","Cercospora","unidentified","Cercospora","FOTU_486_Cercospora"
"FOTU_487","FOTU_487","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_487_Spizellomycetales_gen_Incertae_sedis"
"FOTU_488","FOTU_488","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_488_unidentified"
"FOTU_489","FOTU_489","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_489_unidentified"
"FOTU_490","FOTU_490","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_490_Fungi"
"FOTU_491","FOTU_491","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_491_unidentified"
"FOTU_492","FOTU_492","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Clonostachys","unidentified","Clonostachys","FOTU_492_Clonostachys"
"FOTU_493","FOTU_493","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","unidentified","Scutellinia","FOTU_493_Scutellinia"
"FOTU_494","FOTU_494","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Phlebiopsis","gigantea","Phlebiopsis_gigantea","FOTU_494_Phlebiopsis_gigantea"
"FOTU_495","FOTU_495","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiaceae","Rhizophydium","unidentified","Rhizophydium","FOTU_495_Rhizophydium"
"FOTU_496","FOTU_496","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa","polyspora","Minimedusa_polyspora","FOTU_496_Minimedusa_polyspora"
"FOTU_497","FOTU_497","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_497_unidentified"
"FOTU_498","FOTU_498","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_498_Basidiomycota"
"FOTU_499","FOTU_499","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_499_unidentified"
"FOTU_500","FOTU_500","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_500_unidentified"
"FOTU_501","FOTU_501","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_501_unidentified"
"FOTU_502","FOTU_502","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_502_Basidiomycota"
"FOTU_503","FOTU_503","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Agaricomycetes_fam_Incertae_sedis","Akenomyces","costatus","Akenomyces_costatus","FOTU_503_Akenomyces_costatus"
"FOTU_504","FOTU_504","Fungi","Ascomycota","Pezizomycotina_cls_Incertae_sedis","Pezizomycotina_ord_Incertae_sedis","Pezizomycotina_fam_Incertae_sedis","Tricellula","unidentified","Tricellula","FOTU_504_Tricellula"
"FOTU_505","FOTU_505","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Thermomyces","lanuginosus","Thermomyces_lanuginosus","FOTU_505_Thermomyces_lanuginosus"
"FOTU_506","FOTU_506","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_506_unidentified"
"FOTU_507","FOTU_507","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_507_Fungi"
"FOTU_508","FOTU_508","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidium","unidentified","Leucosporidium","FOTU_508_Leucosporidium"
"FOTU_509","FOTU_509","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_509_Cercozoa_gen_Incertae_sedis"
"FOTU_510","FOTU_510","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Poaceascoma","unidentified","Poaceascoma","FOTU_510_Poaceascoma"
"FOTU_511","FOTU_511","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_511_unidentified"
"FOTU_512","FOTU_512","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Alphamycetaceae","Betamyces","americae-meridionalis","Betamyces_americae-meridionalis","FOTU_512_Betamyces_americae-meridionalis"
"FOTU_513","FOTU_513","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_513_Cercozoa_gen_Incertae_sedis"
"FOTU_514","FOTU_514","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_514_Fungi"
"FOTU_515","FOTU_515","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Scutellinia","unidentified","Scutellinia","FOTU_515_Scutellinia"
"FOTU_516","FOTU_516","Fungi","Ascomycota","Sordariomycetes","Branch06","Branch06_fam_Incertae_sedis","Branch06_gen_Incertae_sedis","unidentified","Branch06_gen_Incertae_sedis","FOTU_516_Branch06_gen_Incertae_sedis"
"FOTU_517","FOTU_517","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Mortierella","unidentified","Mortierella","FOTU_517_Mortierella"
"FOTU_518","FOTU_518","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Geosmithia","ulmacea","Geosmithia_ulmacea","FOTU_518_Geosmithia_ulmacea"
"FOTU_519","FOTU_519","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Kochiomyces","dichotomus","Kochiomyces_dichotomus","FOTU_519_Kochiomyces_dichotomus"
"FOTU_520","FOTU_520","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_520_unidentified"
"FOTU_521","FOTU_521","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_521_unidentified"
"FOTU_522","FOTU_522","Viridiplantae","Anthophyta","unidentified","unidentified","unidentified","unidentified","unidentified","Anthophyta","FOTU_522_Anthophyta"
"FOTU_523","FOTU_523","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","unidentified","Schizothecium","FOTU_523_Schizothecium"
"FOTU_524","FOTU_524","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_524_unidentified"
"FOTU_525","FOTU_525","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_525_Basidiomycota"
"FOTU_526","FOTU_526","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Gallinipes","unidentified","Gallinipes","FOTU_526_Gallinipes"
"FOTU_527","FOTU_527","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_527_Fungi"
"FOTU_528","FOTU_528","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_528_unidentified"
"FOTU_529","FOTU_529","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_529_Spizellomycetales_gen_Incertae_sedis"
"FOTU_530","FOTU_530","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Mariannaea","samuelsii","Mariannaea_samuelsii","FOTU_530_Mariannaea_samuelsii"
"FOTU_531","FOTU_531","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_531_Cercozoa_gen_Incertae_sedis"
"FOTU_532","FOTU_532","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Arachnotheca","glomerata","Arachnotheca_glomerata","FOTU_532_Arachnotheca_glomerata"
"FOTU_533","FOTU_533","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Actinomortierella","capitata","Actinomortierella_capitata","FOTU_533_Actinomortierella_capitata"
"FOTU_534","FOTU_534","Fungi","Ascomycota","Laboulbeniomycetes","Pyxidiophorales","Pyxidiophoraceae","Pyxidiophora","unidentified","Pyxidiophora","FOTU_534_Pyxidiophora"
"FOTU_535","FOTU_535","Viridiplantae","Anthophyta","Eudicotyledonae","unidentified","unidentified","unidentified","unidentified","Eudicotyledonae","FOTU_535_Eudicotyledonae"
"FOTU_536","FOTU_536","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_536_unidentified"
"FOTU_537","FOTU_537","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_537_unidentified"
"FOTU_538","FOTU_538","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_538_Basidiomycota"
"FOTU_539","FOTU_539","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Physalacriaceae","Armillaria","borealis","Armillaria_borealis","FOTU_539_Armillaria_borealis"
"FOTU_540","FOTU_540","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","miriciae","Diaporthe_miriciae","FOTU_540_Diaporthe_miriciae"
"FOTU_541","FOTU_541","Viridiplantae","Anthophyta","Eudicotyledonae","unidentified","unidentified","unidentified","unidentified","Eudicotyledonae","FOTU_541_Eudicotyledonae"
"FOTU_542","FOTU_542","Viridiplantae","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Viridiplantae","FOTU_542_Viridiplantae"
"FOTU_543","FOTU_543","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_543_unidentified"
"FOTU_544","FOTU_544","Fungi","Ascomycota","Leotiomycetes","Helotiales","Calloriaceae","Calloriaceae_gen_Incertae_sedis","unidentified","Calloriaceae_gen_Incertae_sedis","FOTU_544_Calloriaceae_gen_Incertae_sedis"
"FOTU_545","FOTU_545","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","nigrescens","Humicola_nigrescens","FOTU_545_Humicola_nigrescens"
"FOTU_546","FOTU_546","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_546_Fungi"
"FOTU_547","FOTU_547","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Striatibotrys","eucylindrosporus","Striatibotrys_eucylindrosporus","FOTU_547_Striatibotrys_eucylindrosporus"
"FOTU_548","FOTU_548","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Periconiaceae","Periconia","celtidis","Periconia_celtidis","FOTU_548_Periconia_celtidis"
"FOTU_549","FOTU_549","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_549_Spizellomycetales_gen_Incertae_sedis"
"FOTU_550","FOTU_550","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Penicillium","unidentified","Penicillium","FOTU_550_Penicillium"
"FOTU_551","FOTU_551","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeosphaeria","unidentified","Phaeosphaeria","FOTU_551_Phaeosphaeria"
"FOTU_552","FOTU_552","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_552_unidentified"
"FOTU_553","FOTU_553","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Hymenochaetaceae","Phellinus","robiniae","Phellinus_robiniae","FOTU_553_Phellinus_robiniae"
"FOTU_554","FOTU_554","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_554_unidentified"
"FOTU_555","FOTU_555","Fungi","Ascomycota","Sordariomycetes","Xylariales","Xylariales_fam_Incertae_sedis","Fusidium","unidentified","Fusidium","FOTU_555_Fusidium"
"FOTU_556","FOTU_556","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","unidentified","unidentified","Helotiaceae","FOTU_556_Helotiaceae"
"FOTU_557","FOTU_557","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_557_Fungi"
"FOTU_558","FOTU_558","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_558_Spizellomycetales_gen_Incertae_sedis"
"FOTU_559","FOTU_559","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_559_unidentified"
"FOTU_560","FOTU_560","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Saccharomycetaceae","Saccharomyces","cerevisiae","Saccharomyces_cerevisiae","FOTU_560_Saccharomyces_cerevisiae"
"FOTU_561","FOTU_561","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_561_Fungi"
"FOTU_562","FOTU_562","Fungi","Basidiomycota","Agaricomycetes","Russulales","Lachnocladiaceae","Dichostereum","orientale","Dichostereum_orientale","FOTU_562_Dichostereum_orientale"
"FOTU_563","FOTU_563","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_563_Ascomycota"
"FOTU_564","FOTU_564","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_564_Basidiomycota"
"FOTU_565","FOTU_565","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_565_unidentified"
"FOTU_566","FOTU_566","Fungi","Ascomycota","Sordariomycetes","Microascales","Microascaceae","Scedosporium","dehoogii","Scedosporium_dehoogii","FOTU_566_Scedosporium_dehoogii"
"FOTU_567","FOTU_567","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_567_Fungi"
"FOTU_568","FOTU_568","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_568_unidentified"
"FOTU_569","FOTU_569","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomycetaceae_gen_Incertae_sedis","unidentified","Spizellomycetaceae_gen_Incertae_sedis","FOTU_569_Spizellomycetaceae_gen_Incertae_sedis"
"FOTU_570","FOTU_570","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_570_Fungi"
"FOTU_571","FOTU_571","Fungi","Basidiomycota","Microbotryomycetes","Leucosporidiales","Leucosporidiaceae","Leucosporidiaceae_gen_Incertae_sedis","unidentified","Leucosporidiaceae_gen_Incertae_sedis","FOTU_571_Leucosporidiaceae_gen_Incertae_sedis"
"FOTU_572","FOTU_572","Fungi","Ascomycota","Sordariomycetes","Chaetosphaeriales","Chaetosphaeriaceae","Gonytrichum","unidentified","Gonytrichum","FOTU_572_Gonytrichum"
"FOTU_573","FOTU_573","Fungi","Basidiomycota","Agaricomycetes","Hymenochaetales","Schizoporaceae","Lyomyces","elaeidicola","Lyomyces_elaeidicola","FOTU_573_Lyomyces_elaeidicola"
"FOTU_574","FOTU_574","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_574_unidentified"
"FOTU_575","FOTU_575","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_575_unidentified"
"FOTU_576","FOTU_576","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_576_Basidiomycota"
"FOTU_577","FOTU_577","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Curvularia","inaequalis","Curvularia_inaequalis","FOTU_577_Curvularia_inaequalis"
"FOTU_578","FOTU_578","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_578_unidentified"
"FOTU_579","FOTU_579","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_579_Basidiomycota"
"FOTU_580","FOTU_580","Fungi","Ascomycota","Sordariomycetes","Phomatosporales","Phomatosporaceae","unidentified","unidentified","Phomatosporaceae","FOTU_580_Phomatosporaceae"
"FOTU_581","FOTU_581","Viridiplantae","Anthophyta","Eudicotyledonae","unidentified","unidentified","unidentified","unidentified","Eudicotyledonae","FOTU_581_Eudicotyledonae"
"FOTU_582","FOTU_582","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_582_unidentified"
"FOTU_583","FOTU_583","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_583_unidentified"
"FOTU_584","FOTU_584","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","Exophiala","opportunistica","Exophiala_opportunistica","FOTU_584_Exophiala_opportunistica"
"FOTU_585","FOTU_585","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_585_unidentified"
"FOTU_586","FOTU_586","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","unidentified","unidentified","unidentified","Chaetothyriales","FOTU_586_Chaetothyriales"
"FOTU_587","FOTU_587","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","unidentified","Entoloma","FOTU_587_Entoloma"
"FOTU_588","FOTU_588","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_588_unidentified"
"FOTU_589","FOTU_589","Fungi","Basidiomycota","Ustilaginomycetes","Ustilaginales","Ustilaginaceae","Ustilago","maydis","Ustilago_maydis","FOTU_589_Ustilago_maydis"
"FOTU_590","FOTU_590","Fungi","Ascomycota","Dothideomycetes","Muyocopronales","Muyocopronaceae","Mycoleptodiscus","terrestris","Mycoleptodiscus_terrestris","FOTU_590_Mycoleptodiscus_terrestris"
"FOTU_591","FOTU_591","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_591_Basidiomycota"
"FOTU_592","FOTU_592","Rhizaria","Haplosporidia","Haplosporidia_cls_Incertae_sedis","Haplosporidia_ord_Incertae_sedis","Haplosporidia_fam_Incertae_sedis","Haplosporidia_gen_Incertae_sedis","unidentified","Haplosporidia_gen_Incertae_sedis","FOTU_592_Haplosporidia_gen_Incertae_sedis"
"FOTU_593","FOTU_593","Viridiplantae","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Viridiplantae","FOTU_593_Viridiplantae"
"FOTU_594","FOTU_594","Fungi","Ascomycota","Leotiomycetes","Helotiales","Hyaloscyphaceae","Pezizella","unidentified","Pezizella","FOTU_594_Pezizella"
"FOTU_595","FOTU_595","Viridiplantae","Anthophyta","unidentified","unidentified","unidentified","unidentified","unidentified","Anthophyta","FOTU_595_Anthophyta"
"FOTU_596","FOTU_596","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_596_Fungi"
"FOTU_597","FOTU_597","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","unidentified","unidentified","Nectriaceae","FOTU_597_Nectriaceae"
"FOTU_598","FOTU_598","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_598_Fungi"
"FOTU_599","FOTU_599","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_599_unidentified"
"FOTU_600","FOTU_600","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_600_unidentified"
"FOTU_601","FOTU_601","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Caryophyllaceae","Acanthophyllum","spinosum","Acanthophyllum_spinosum","FOTU_601_Acanthophyllum_spinosum"
"FOTU_602","FOTU_602","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_602_unidentified"
"FOTU_603","FOTU_603","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Caryophyllaceae","Acanthophyllum","spinosum","Acanthophyllum_spinosum","FOTU_603_Acanthophyllum_spinosum"
"FOTU_604","FOTU_604","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_604_unidentified"
"FOTU_605","FOTU_605","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenaceae","Myriodontium","keratinophilum","Myriodontium_keratinophilum","FOTU_605_Myriodontium_keratinophilum"
"FOTU_606","FOTU_606","Fungi","Ascomycota","Leotiomycetes","Helotiales","unidentified","unidentified","unidentified","Helotiales","FOTU_606_Helotiales"
"FOTU_607","FOTU_607","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","unidentified","unidentified","Coniochaetaceae","FOTU_607_Coniochaetaceae"
"FOTU_608","FOTU_608","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_608_Cercozoa_gen_Incertae_sedis"
"FOTU_609","FOTU_609","Fungi","Ascomycota","Leotiomycetes","Helotiales","Tricladiaceae","unidentified","unidentified","Tricladiaceae","FOTU_609_Tricladiaceae"
"FOTU_610","FOTU_610","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_610_unidentified"
"FOTU_611","FOTU_611","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_611_unidentified"
"FOTU_612","FOTU_612","Viridiplantae","Anthophyta","Eudicotyledonae","Caryophyllales","Caryophyllaceae","Acanthophyllum","spinosum","Acanthophyllum_spinosum","FOTU_612_Acanthophyllum_spinosum"
"FOTU_613","FOTU_613","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_613_Fungi"
"FOTU_614","FOTU_614","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_614_unidentified"
"FOTU_615","FOTU_615","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Herpotrichiellaceae","unidentified","unidentified","Herpotrichiellaceae","FOTU_615_Herpotrichiellaceae"
"FOTU_616","FOTU_616","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","unidentified","unidentified","unidentified","unidentified","Cercozoa_cls_Incertae_sedis","FOTU_616_Cercozoa_cls_Incertae_sedis"
"FOTU_617","FOTU_617","Viridiplantae","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Viridiplantae","FOTU_617_Viridiplantae"
"FOTU_618","FOTU_618","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_618_unidentified"
"FOTU_619","FOTU_619","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_619_unidentified"
"FOTU_620","FOTU_620","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_620_Fungi"
"FOTU_621","FOTU_621","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Arthrocladium","unidentified","Arthrocladium","FOTU_621_Arthrocladium"
"FOTU_622","FOTU_622","Fungi","Chytridiomycota","Rhizophydiomycetes","Rhizophydiales","Rhizophydiales_fam_Incertae_sedis","Operculomyces","unidentified","Operculomyces","FOTU_622_Operculomyces"
"FOTU_623","FOTU_623","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_623_Fungi"
"FOTU_624","FOTU_624","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_624_unidentified"
"FOTU_625","FOTU_625","Fungi","Ascomycota","Sordariomycetes","Atractosporales","Conlariaceae","Conlarium","sacchari","Conlarium_sacchari","FOTU_625_Conlarium_sacchari"
"FOTU_626","FOTU_626","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","unidentified","unidentified","unidentified","Cercozoa_ord_Incertae_sedis","FOTU_626_Cercozoa_ord_Incertae_sedis"
"FOTU_627","FOTU_627","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Cercozoa_ord_Incertae_sedis","Cercozoa_fam_Incertae_sedis","Cercozoa_gen_Incertae_sedis","unidentified","Cercozoa_gen_Incertae_sedis","FOTU_627_Cercozoa_gen_Incertae_sedis"
