"","OTU","Kingdom","Phylum","Class","Order","Family","Genus","Species","Lowest_Taxonomic_Rank","Label"
"FOTU_152","FOTU_152","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae","Tetragoniomyces","unidentified","Tetragoniomyces","FOTU_152_Tetragoniomyces"
"FOTU_153","FOTU_153","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_153_Fungi"
"FOTU_154","FOTU_154","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Sistotrema","hypogaeum","Sistotrema_hypogaeum","FOTU_154_Sistotrema_hypogaeum"
"FOTU_155","FOTU_155","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Entolomataceae","Entoloma","albotomentosum","Entoloma_albotomentosum","FOTU_155_Entoloma_albotomentosum"
"FOTU_156","FOTU_156","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_156_Ascomycota"
"FOTU_157","FOTU_157","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Heydenia","unidentified","Heydenia","FOTU_157_Heydenia"
"FOTU_158","FOTU_158","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_158_unidentified"
"FOTU_159","FOTU_159","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_159_Fungi"
"FOTU_160","FOTU_160","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","Linnemannia_amoeboidea","FOTU_160_Linnemannia_amoeboidea"
"FOTU_161","FOTU_161","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_161_unidentified"
"FOTU_162","FOTU_162","Fungi","Basidiomycota","Agaricomycetes","Thelephorales","Thelephoraceae","Amaurodon","mustialaensis","Amaurodon_mustialaensis","FOTU_162_Amaurodon_mustialaensis"
"FOTU_163","FOTU_163","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Pseudothielavia","arxii","Pseudothielavia_arxii","FOTU_163_Pseudothielavia_arxii"
"FOTU_164","FOTU_164","Fungi","Ascomycota","Dothideomycetes","Pleosporales","unidentified","unidentified","unidentified","Pleosporales","FOTU_164_Pleosporales"
"FOTU_165","FOTU_165","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Stachybotryaceae","Stachybotrys","limonisporus","Stachybotrys_limonisporus","FOTU_165_Stachybotrys_limonisporus"
"FOTU_166","FOTU_166","Fungi","Mortierellomycota","Mortierellomycetes","Mortierellales","Mortierellaceae","Linnemannia","amoeboidea","Linnemannia_amoeboidea","FOTU_166_Linnemannia_amoeboidea"
"FOTU_167","FOTU_167","Fungi","Ascomycota","Sordariomycetes","Sordariales","unidentified","unidentified","unidentified","Sordariales","FOTU_167_Sordariales"
"FOTU_168","FOTU_168","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Varicosporellopsis","unidentified","Varicosporellopsis","FOTU_168_Varicosporellopsis"
"FOTU_169","FOTU_169","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_169_unidentified"
"FOTU_170","FOTU_170","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_170_Ascomycota"
"FOTU_171","FOTU_171","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Pleosporaceae","Hendersonia","sabaleos","Hendersonia_sabaleos","FOTU_171_Hendersonia_sabaleos"
"FOTU_172","FOTU_172","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_172_unidentified"
"FOTU_173","FOTU_173","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_173_Fungi"
"FOTU_174","FOTU_174","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_174_Ascomycota"
"FOTU_175","FOTU_175","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_175_Fungi"
"FOTU_176","FOTU_176","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_176_unidentified"
"FOTU_177","FOTU_177","Viridiplantae","Anthophyta","Eudicotyledonae","Malvales","Malvaceae","Gossypium","unidentified","Gossypium","FOTU_177_Gossypium"
"FOTU_178","FOTU_178","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Sclerostagonospora","unidentified","Sclerostagonospora","FOTU_178_Sclerostagonospora"
"FOTU_179","FOTU_179","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pyronemataceae","Cheilymenia","theleboloides","Cheilymenia_theleboloides","FOTU_179_Cheilymenia_theleboloides"
"FOTU_180","FOTU_180","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Trichosporonaceae","Apiotrichum","unidentified","Apiotrichum","FOTU_180_Apiotrichum"
"FOTU_181","FOTU_181","Fungi","Ascomycota","Sordariomycetes","Hypocreales","unidentified","unidentified","unidentified","Hypocreales","FOTU_181_Hypocreales"
"FOTU_182","FOTU_182","Fungi","Olpidiomycota","Olpidiomycota_cls_Incertae_sedis","Olpidiomycota_ord_Incertae_sedis","Olpidiomycota_fam_Incertae_sedis","Olpidiomycota_gen_Incertae_sedis","unidentified","Olpidiomycota_gen_Incertae_sedis","FOTU_182_Olpidiomycota_gen_Incertae_sedis"
"FOTU_183","FOTU_183","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Trichocomaceae","Ascospirella","lutea","Ascospirella_lutea","FOTU_183_Ascospirella_lutea"
"FOTU_184","FOTU_184","Fungi","Ascomycota","Sordariomycetes","Sordariales","Chaetomiaceae","Humicola","olivacea","Humicola_olivacea","FOTU_184_Humicola_olivacea"
"FOTU_185","FOTU_185","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_185_unidentified"
"FOTU_186","FOTU_186","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_186_Fungi"
"FOTU_187","FOTU_187","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Lycoperdon","pratense","Lycoperdon_pratense","FOTU_187_Lycoperdon_pratense"
"FOTU_188","FOTU_188","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_188_Ascomycota"
"FOTU_189","FOTU_189","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_189_Sordariomycetes"
"FOTU_190","FOTU_190","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_190_Fungi"
"FOTU_191","FOTU_191","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Lentitheciaceae","Poaceascoma","unidentified","Poaceascoma","FOTU_191_Poaceascoma"
"FOTU_192","FOTU_192","Fungi","Ascomycota","Leotiomycetes","Helotiales","Helotiaceae","Scytalidium","unidentified","Scytalidium","FOTU_192_Scytalidium"
"FOTU_193","FOTU_193","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Thelonectria","olida","Thelonectria_olida","FOTU_193_Thelonectria_olida"
"FOTU_194","FOTU_194","Fungi","Ascomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Ascomycota","FOTU_194_Ascomycota"
"FOTU_195","FOTU_195","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreales_fam_Incertae_sedis","Emericellopsis","unidentified","Emericellopsis","FOTU_195_Emericellopsis"
"FOTU_196","FOTU_196","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Stephanosporaceae","Stephanosporaceae_gen_Incertae_sedis","unidentified","Stephanosporaceae_gen_Incertae_sedis","FOTU_196_Stephanosporaceae_gen_Incertae_sedis"
"FOTU_197","FOTU_197","Fungi","Olpidiomycota","GS18","GS18_ord_Incertae_sedis","GS18_fam_Incertae_sedis","GS18_gen_Incertae_sedis","unidentified","GS18_gen_Incertae_sedis","FOTU_197_GS18_gen_Incertae_sedis"
"FOTU_198","FOTU_198","Fungi","Ascomycota","Leotiomycetes","Thelebolales","Pseudeurotiaceae","Pseudeurotium","unidentified","Pseudeurotium","FOTU_198_Pseudeurotium"
"FOTU_199","FOTU_199","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","unidentified","Neosetophoma","FOTU_199_Neosetophoma"
"FOTU_200","FOTU_200","Fungi","Olpidiomycota","Olpidiomycetes","Olpidiales","Olpidiaceae","Olpidiaceae_gen_Incertae_sedis","unidentified","Olpidiaceae_gen_Incertae_sedis","FOTU_200_Olpidiaceae_gen_Incertae_sedis"
"FOTU_201","FOTU_201","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_201_unidentified"
"FOTU_202","FOTU_202","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeodothis","unidentified","Phaeodothis","FOTU_202_Phaeodothis"
"FOTU_203","FOTU_203","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Valsonectria","pulchella","Valsonectria_pulchella","FOTU_203_Valsonectria_pulchella"
"FOTU_204","FOTU_204","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Phaeodothis","unidentified","Phaeodothis","FOTU_204_Phaeodothis"
"FOTU_205","FOTU_205","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_205_unidentified"
"FOTU_206","FOTU_206","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Lycoperdaceae","Disciseda","unidentified","Disciseda","FOTU_206_Disciseda"
"FOTU_207","FOTU_207","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Bulleribasidiaceae","Vishniacozyma","victoriae","Vishniacozyma_victoriae","FOTU_207_Vishniacozyma_victoriae"
"FOTU_208","FOTU_208","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa","polyspora","Minimedusa_polyspora","FOTU_208_Minimedusa_polyspora"
"FOTU_209","FOTU_209","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_209_Fungi"
"FOTU_210","FOTU_210","Fungi","Ascomycota","Dothideomycetes","Botryosphaeriales","Botryosphaeriaceae","Macrophomina","phaseolina","Macrophomina_phaseolina","FOTU_210_Macrophomina_phaseolina"
"FOTU_211","FOTU_211","Fungi","Ascomycota","Sordariomycetes","Glomerellales","Plectosphaerellaceae","Plectosphaerella","unidentified","Plectosphaerella","FOTU_211_Plectosphaerella"
"FOTU_212","FOTU_212","Fungi","Basidiomycota","Agaricomycetes","Agaricales","Cortinariaceae","Cortinarius","fillionii","Cortinarius_fillionii","FOTU_212_Cortinarius_fillionii"
"FOTU_213","FOTU_213","Fungi","Ascomycota","Sordariomycetes","Sordariales","Lasiosphaeriaceae","Schizothecium","unidentified","Schizothecium","FOTU_213_Schizothecium"
"FOTU_214","FOTU_214","Fungi","Ascomycota","Sordariomycetes","Coniochaetales","Coniochaetaceae","Coniochaeta","ligniaria","Coniochaeta_ligniaria","FOTU_214_Coniochaeta_ligniaria"
"FOTU_215","FOTU_215","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Dactylonectria","macrodidyma","Dactylonectria_macrodidyma","FOTU_215_Dactylonectria_macrodidyma"
"FOTU_216","FOTU_216","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Atractium","unidentified","Atractium","FOTU_216_Atractium"
"FOTU_217","FOTU_217","Fungi","Rozellomycota","Rozellomycotina_cls_Incertae_sedis","Branch03","Branch03_fam_Incertae_sedis","Branch03_gen_Incertae_sedis","unidentified","Branch03_gen_Incertae_sedis","FOTU_217_Branch03_gen_Incertae_sedis"
"FOTU_218","FOTU_218","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Microdochium","unidentified","Microdochium","FOTU_218_Microdochium"
"FOTU_219","FOTU_219","Fungi","Basidiomycota","Tremellomycetes","Trichosporonales","Tetragoniomycetaceae","Tetragoniomyces","unidentified","Tetragoniomyces","FOTU_219_Tetragoniomyces"
"FOTU_220","FOTU_220","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Phaeosphaeriaceae","Neosetophoma","guiyangensis","Neosetophoma_guiyangensis","FOTU_220_Neosetophoma_guiyangensis"
"FOTU_221","FOTU_221","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Spizellomyces","dolichospermus","Spizellomyces_dolichospermus","FOTU_221_Spizellomyces_dolichospermus"
"FOTU_222","FOTU_222","Fungi","Ascomycota","Sordariomycetes","Diaporthales","Diaporthaceae","Diaporthe","miriciae","Diaporthe_miriciae","FOTU_222_Diaporthe_miriciae"
"FOTU_223","FOTU_223","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Aspergillus","caninus","Aspergillus_caninus","FOTU_223_Aspergillus_caninus"
"FOTU_224","FOTU_224","Rhizaria","Cercozoa","Cercozoa_cls_Incertae_sedis","Thaumatomonadida","Thaumatomastigidae","Thaumatomonas","unidentified","Thaumatomonas","FOTU_224_Thaumatomonas"
"FOTU_225","FOTU_225","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidaceae","Rhizophlyctis","rosea","Rhizophlyctis_rosea","FOTU_225_Rhizophlyctis_rosea"
"FOTU_226","FOTU_226","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetaceae","Gaertneriomyces","semiglobifer","Gaertneriomyces_semiglobifer","FOTU_226_Gaertneriomyces_semiglobifer"
"FOTU_227","FOTU_227","Fungi","Basidiomycota","Agaricomycetes","Polyporales","Phanerochaetaceae","Hyphodermella","unidentified","Hyphodermella","FOTU_227_Hyphodermella"
"FOTU_228","FOTU_228","Fungi","Ascomycota","Sordariomycetes","unidentified","unidentified","unidentified","unidentified","Sordariomycetes","FOTU_228_Sordariomycetes"
"FOTU_229","FOTU_229","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_229_Fungi"
"FOTU_230","FOTU_230","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_230_unidentified"
"FOTU_231","FOTU_231","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_231_Fungi"
"FOTU_232","FOTU_232","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_232_unidentified"
"FOTU_233","FOTU_233","Fungi","Basidiomycota","Agaricomycetes","Agaricomycetes_ord_Incertae_sedis","Agaricomycetes_fam_Incertae_sedis","Akenomyces","costatus","Akenomyces_costatus","FOTU_233_Akenomyces_costatus"
"FOTU_234","FOTU_234","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Spizellomycetales_fam_Incertae_sedis","Spizellomycetales_gen_Incertae_sedis","unidentified","Spizellomycetales_gen_Incertae_sedis","FOTU_234_Spizellomycetales_gen_Incertae_sedis"
"FOTU_235","FOTU_235","Fungi","Ascomycota","Sordariomycetes","Xylariales","Amphisphaeriaceae","Microdochium","trichocladiopsis","Microdochium_trichocladiopsis","FOTU_235_Microdochium_trichocladiopsis"
"FOTU_236","FOTU_236","Fungi","Ascomycota","Leotiomycetes","Helotiales","unidentified","unidentified","unidentified","Helotiales","FOTU_236_Helotiales"
"FOTU_237","FOTU_237","Fungi","Ascomycota","Saccharomycetes","Saccharomycetales","Lipomycetaceae","Lipomyces","unidentified","Lipomyces","FOTU_237_Lipomyces"
"FOTU_238","FOTU_238","Fungi","Chytridiomycota","Spizellomycetes","Spizellomycetales","Powellomycetaceae","Fimicolochytrium","jonesii","Fimicolochytrium_jonesii","FOTU_238_Fimicolochytrium_jonesii"
"FOTU_239","FOTU_239","Fungi","Basidiomycota","Agaricomycetes","Cantharellales","Hydnaceae","Minimedusa","polyspora","Minimedusa_polyspora","FOTU_239_Minimedusa_polyspora"
"FOTU_240","FOTU_240","Fungi","Ascomycota","Dothideomycetes","Pleosporales","Dictyosporiaceae","Pseudocoleophoma","unidentified","Pseudocoleophoma","FOTU_240_Pseudocoleophoma"
"FOTU_241","FOTU_241","Fungi","Ascomycota","Eurotiomycetes","Eurotiales","Aspergillaceae","Talaromyces","funiculosus","Talaromyces_funiculosus","FOTU_241_Talaromyces_funiculosus"
"FOTU_242","FOTU_242","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_242_Fungi"
"FOTU_243","FOTU_243","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Bionectriaceae","Caespitomonium","euphorbiae","Caespitomonium_euphorbiae","FOTU_243_Caespitomonium_euphorbiae"
"FOTU_244","FOTU_244","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Nectriaceae","Mariannaea","samuelsii","Mariannaea_samuelsii","FOTU_244_Mariannaea_samuelsii"
"FOTU_245","FOTU_245","Fungi","Ascomycota","Pezizomycetes","Pezizales","Pulvinulaceae","Pulvinulaceae_gen_Incertae_sedis","unidentified","Pulvinulaceae_gen_Incertae_sedis","FOTU_245_Pulvinulaceae_gen_Incertae_sedis"
"FOTU_246","FOTU_246","Fungi","Ascomycota","Eurotiomycetes","Onygenales","Onygenales_fam_Incertae_sedis","Spiromastix","unidentified","Spiromastix","FOTU_246_Spiromastix"
"FOTU_247","FOTU_247","Fungi","Basidiomycota","Tremellomycetes","Tremellales","Cryptococcaceae","Cryptococcus","watticus","Cryptococcus_watticus","FOTU_247_Cryptococcus_watticus"
"FOTU_248","FOTU_248","Fungi","Ascomycota","Eurotiomycetes","Chaetothyriales","Trichomeriaceae","Arthrocladium","unidentified","Arthrocladium","FOTU_248_Arthrocladium"
"FOTU_249","FOTU_249","Fungi","Basidiomycota","unidentified","unidentified","unidentified","unidentified","unidentified","Basidiomycota","FOTU_249_Basidiomycota"
"FOTU_250","FOTU_250","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Cladorrhinum","flexuosum","Cladorrhinum_flexuosum","FOTU_250_Cladorrhinum_flexuosum"
"FOTU_251","FOTU_251","Fungi","Ascomycota","Sordariomycetes","Sordariales","Podosporaceae","Podospora","unidentified","Podospora","FOTU_251_Podospora"
"FOTU_252","FOTU_252","Fungi","Chytridiomycota","Rhizophlyctidomycetes","Rhizophlyctidales","Rhizophlyctidales_fam_Incertae_sedis","Rhizophlyctidales_gen_Incertae_sedis","unidentified","Rhizophlyctidales_gen_Incertae_sedis","FOTU_252_Rhizophlyctidales_gen_Incertae_sedis"
"FOTU_253","FOTU_253","Fungi","Ascomycota","Sordariomycetes","Hypocreales","Hypocreaceae","Trichoderma","aerugineum","Trichoderma_aerugineum","FOTU_253_Trichoderma_aerugineum"
"FOTU_254","FOTU_254","Fungi","Basidiomycota","Agaricomycetes","unidentified","unidentified","unidentified","unidentified","Agaricomycetes","FOTU_254_Agaricomycetes"
"FOTU_255","FOTU_255","Fungi","Ascomycota","Dothideomycetes","Capnodiales","Cladosporiaceae","Toxicocladosporium","irritans","Toxicocladosporium_irritans","FOTU_255_Toxicocladosporium_irritans"
"FOTU_256","FOTU_256","Fungi","Ascomycota","Sordariomycetes","Branch06","Branch06_fam_Incertae_sedis","Branch06_gen_Incertae_sedis","unidentified","Branch06_gen_Incertae_sedis","FOTU_256_Branch06_gen_Incertae_sedis"
"FOTU_257","FOTU_257","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_257_Fungi"
"FOTU_258","FOTU_258","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_258_unidentified"
"FOTU_259","FOTU_259","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_259_unidentified"
"FOTU_260","FOTU_260","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","FOTU_260_unidentified"
"FOTU_261","FOTU_261","Fungi","unidentified","unidentified","unidentified","unidentified","unidentified","unidentified","Fungi","FOTU_261_Fungi"
"FOTU_262","FOTU_262","Choanoflagellozoa","Choanoflagellata","Choanoflagellata_cls_Incertae_sedis","Choanoflagellida","Choanoflagellida_fam_Incertae_sedis","Choanoflagellida_gen_Incertae_sedis","unidentified","Choanoflagellida_gen_Incertae_sedis","FOTU_262_Choanoflagellida_gen_Incertae_sedis"
"FOTU_263","FOTU_263","Fungi","Basidiomycota","Tremellomycetes","Cystofilobasidiales","Cystofilobasidiaceae","Cystofilobasidium","macerans","Cystofilobasidium_macerans","FOTU_263_Cystofilobasidium_macerans"
